uid,date,titre,type_vote,adopte,dossier_ref,nb_votants,pour,contre,abstention
VTANR5L17V6354,2026-05-06,l'amendement n° 279 de M. Damien Girard à l'article premier et rapport annexé du projet de loi actualisant la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,rejeté,DLR5L17N54083,112,26,83,3
VTANR5L17V6389,2026-05-06,l'amendement n° 170 de M. Saintoul à l'article premier et rapport annexé du projet de loi actualisant la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,rejeté,DLR5L17N54083,134,31,103,0
VTANR5L17V6391,2026-05-06,l'amendement n° 173 de M. Lachaud à l'article premier et rapport annexé du projet de loi actualisant la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,rejeté,DLR5L17N54083,119,12,106,1
VTANR5L17V6366,2026-05-06,l'amendement n° 524 de M. Limongi à l'article premier et rapport annexé du projet de loi actualisant la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,rejeté,DLR5L17N54083,111,42,69,0
VTANR5L17V6394,2026-05-06,l'amendement n° 694 de Mme Catherine Hervieu à l'article premier et rapport annexé du projet de loi actualisant la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,rejeté,DLR5L17N54083,117,18,86,13
VTANR5L17V6390,2026-05-06,l'amendement n° 171 de M. Saintoul à l'article premier et rapport annexé du projet de loi actualisant la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,rejeté,DLR5L17N54083,119,30,89,0
VTANR5L17V6384,2026-05-06,l'amendement n° 166 de M. Saintoul à l'article premier et rapport annexé du projet de loi actualisant la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,rejeté,DLR5L17N54083,114,12,91,11
VTANR5L17V6350,2026-05-06,l'amendement n° 145 de M. Lachaud à l'article premier et rapport annexé du projet de loi actualisant la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,rejeté,DLR5L17N54083,88,16,71,1
VTANR5L17V6347,2026-05-06,l'amendement n° 373 de M. Saint-Pasteur à l'article premier et rapport annexé du projet de loi actualisant la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,rejeté,DLR5L17N54083,89,18,35,36
VTANR5L17V6365,2026-05-06,l'amendement n° 130 de M. Giletti à l'article premier et rapport annexé du projet de loi actualisant la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,rejeté,DLR5L17N54083,110,43,67,0
